Fecha;FONDO A;FONDO B;FONDO C;FONDO D;FONDO E
29-04-2016;33.654,23;31.293,25;66.450,18;27.871,75;58.294,06
30-04-2016;33.654,23;31.293,25;66.450,18;27.871,75;58.294,06
01-05-2016;33.654,23;31.293,25;66.450,18;27.871,75;58.294,06
02-05-2016;33.447,04;31.143,97;66.275,93;27.831,69;58.273,20
03-05-2016;33.523,63;31.207,69;66.392,08;27.867,70;58.309,69
04-05-2016;33.526,14;31.218,40;66.457,49;27.891,29;58.350,89
05-05-2016;33.466,50;31.183,19;66.416,00;27.880,92;58.373,68
06-05-2016;33.331,99;31.104,27;66.275,38;27.842,27;58.354,90
07-05-2016;33.331,99;31.104,27;66.275,38;27.842,27;58.354,90
08-05-2016;33.331,99;31.104,27;66.275,38;27.842,27;58.354,90
09-05-2016;33.292,64;31.080,36;66.253,94;27.853,87;58.401,37
10-05-2016;33.454,16;31.178,89;66.412,78;27.899,96;58.415,81
11-05-2016;33.876,79;31.466,92;66.823,05;28.004,76;58.477,35
12-05-2016;33.881,91;31.462,25;66.846,76;28.004,00;58.470,40
13-05-2016;34.010,93;31.555,22;66.989,01;28.037,82;58.454,94
14-05-2016;34.010,93;31.555,22;66.989,01;28.037,82;58.454,94
15-05-2016;34.010,93;31.555,22;66.989,01;28.037,82;58.454,94
16-05-2016;34.085,62;31.609,61;67.108,46;28.073,66;58.486,35
17-05-2016;34.325,22;31.764,96;67.307,66;28.113,76;58.508,04
18-05-2016;34.292,89;31.741,78;67.279,24;28.102,10;58.470,49
19-05-2016;34.128,58;31.635,56;67.087,01;28.059,36;58.442,19
20-05-2016;34.132,52;31.613,47;67.021,21;28.049,84;58.420,32
21-05-2016;34.132,52;31.613,47;67.021,21;28.049,84;58.420,32
22-05-2016;34.132,52;31.613,47;67.021,21;28.049,84;58.420,32
23-05-2016;34.086,49;31.591,97;66.985,49;28.046,63;58.443,47
24-05-2016;34.118,45;31.615,97;67.038,10;28.065,38;58.463,69
25-05-2016;34.254,89;31.711,40;67.154,14;28.094,56;58.480,46
26-05-2016;34.479,71;31.865,80;67.367,59;28.138,20;58.508,85
27-05-2016;34.361,45;31.795,08;67.265,42;28.117,72;58.508,75
28-05-2016;34.361,45;31.795,08;67.265,42;28.117,72;58.508,75
29-05-2016;34.361,45;31.795,08;67.265,42;28.117,72;58.508,75
30-05-2016;34.490,00;31.876,21;67.360,04;28.135,29;58.524,91
31-05-2016;34.617,90;31.961,66;67.510,21;28.179,55;58.579,19
01-06-2016;34.601,66;31.943,07;67.428,71;28.144,35;58.515,33
02-06-2016;34.706,83;32.026,32;67.593,29;28.195,28;58.563,01
03-06-2016;34.665,92;31.995,86;67.535,83;28.182,82;58.579,69
04-06-2016;34.665,92;31.995,86;67.535,83;28.182,82;58.579,69
05-06-2016;34.665,92;31.995,86;67.535,83;28.182,82;58.579,69
06-06-2016;34.483,88;31.878,77;67.400,59;28.163,78;58.590,87
07-06-2016;34.539,97;31.928,92;67.436,16;28.156,01;58.571,64
08-06-2016;34.705,50;32.051,04;67.630,00;28.201,13;58.605,48
09-06-2016;34.562,68;31.954,48;67.509,85;28.167,78;58.586,54
10-06-2016;34.576,94;31.959,84;67.523,16;28.175,96;58.596,05
11-06-2016;34.576,94;31.959,84;67.523,16;28.175,96;58.596,05
12-06-2016;34.576,94;31.959,84;67.523,16;28.175,96;58.596,05
13-06-2016;34.398,71;31.834,28;67.336,55;28.137,60;58.590,31
14-06-2016;34.150,54;31.666,78;67.101,03;28.089,88;58.581,44
15-06-2016;34.098,52;31.635,18;67.040,00;28.064,48;58.592,92
16-06-2016;34.081,88;31.644,78;67.063,69;28.073,53;58.607,12
17-06-2016;34.137,10;31.679,88;67.133,47;28.100,51;58.661,46
18-06-2016;34.137,10;31.679,88;67.133,47;28.100,51;58.661,46
19-06-2016;34.137,10;31.679,88;67.133,47;28.100,51;58.661,46
20-06-2016;34.101,29;31.658,81;67.145,72;28.096,41;58.651,79
21-06-2016;34.232,36;31.744,45;67.269,91;28.127,19;58.619,25
22-06-2016;34.173,57;31.702,52;67.192,26;28.112,31;58.609,04
23-06-2016;34.116,86;31.663,09;67.130,13;28.089,91;58.589,49
24-06-2016;34.166,30;31.730,94;67.202,70;28.120,09;58.627,88
25-06-2016;34.166,30;31.730,94;67.202,70;28.120,09;58.627,88
26-06-2016;34.166,30;31.730,94;67.202,70;28.120,09;58.627,88
27-06-2016;34.166,30;31.730,94;67.202,70;28.120,09;58.627,88
28-06-2016;33.424,99;31.191,70;66.507,51;27.962,89;58.596,09
29-06-2016;33.398,02;31.178,93;66.449,47;27.959,36;58.645,63
30-06-2016;33.344,78;31.138,07;66.379,25;27.941,28;58.682,80
01-07-2016;33.583,92;31.310,24;66.637,35;28.008,73;58.785,58
02-07-2016;33.583,92;31.310,24;66.637,35;28.008,73;58.785,58
03-07-2016;33.583,92;31.310,24;66.637,35;28.008,73;58.785,58
04-07-2016;33.730,70;31.404,61;66.825,07;28.066,40;58.868,23
05-07-2016;33.764,19;31.439,29;66.879,53;28.080,99;58.874,87
06-07-2016;33.587,93;31.324,05;66.753,74;28.080,82;58.919,48
07-07-2016;33.642,09;31.349,82;66.759,15;28.080,72;58.932,72
08-07-2016;33.663,36;31.369,55;66.783,04;28.089,43;58.951,42
09-07-2016;33.663,36;31.369,55;66.783,04;28.089,43;58.951,42
10-07-2016;33.663,36;31.369,55;66.783,04;28.089,43;58.951,42
11-07-2016;33.796,49;31.469,58;66.942,57;28.137,25;59.060,25
12-07-2016;33.918,46;31.559,03;67.094,52;28.175,94;59.075,00
13-07-2016;34.193,33;31.734,72;67.304,92;28.215,89;59.084,93
14-07-2016;34.169,58;31.727,60;67.283,97;28.210,63;59.082,47
15-07-2016;34.034,85;31.644,82;67.140,48;28.171,28;59.084,00
16-07-2016;34.034,85;31.644,82;67.140,48;28.171,28;59.084,00
17-07-2016;34.034,85;31.644,82;67.140,48;28.171,28;59.084,00
18-07-2016;34.005,94;31.639,74;67.132,66;28.172,94;59.122,25
19-07-2016;34.110,85;31.717,49;67.228,81;28.188,42;59.129,59
20-07-2016;34.133,00;31.728,12;67.251,47;28.194,42;59.139,79
21-07-2016;34.242,43;31.808,67;67.355,65;28.227,35;59.167,97
22-07-2016;34.165,82;31.747,53;67.276,44;28.205,57;59.149,92
23-07-2016;34.165,82;31.747,53;67.276,44;28.205,57;59.149,92
24-07-2016;34.165,82;31.747,53;67.276,44;28.205,57;59.149,92
25-07-2016;34.254,24;31.823,28;67.389,26;28.232,08;59.180,56
26-07-2016;34.451,26;31.942,89;67.547,67;28.260,63;59.122,95
27-07-2016;34.684,85;32.088,74;67.739,97;28.292,58;59.106,18
28-07-2016;34.860,18;32.218,50;67.918,03;28.340,57;59.129,33
29-07-2016;34.871,39;32.232,22;67.949,87;28.350,53;59.168,31
30-07-2016;34.871,39;32.232,22;67.949,87;28.350,53;59.168,31
31-07-2016;34.871,39;32.232,22;67.949,87;28.350,53;59.168,31
01-08-2016;34.630,17;32.067,45;67.790,37;28.345,30;59.252,12
02-08-2016;34.657,47;32.097,82;67.842,64;28.369,85;59.302,38
03-08-2016;34.383,92;31.905,80;67.589,81;28.315,84;59.282,63
04-08-2016;34.415,30;31.933,80;67.638,10;28.323,63;59.307,23
05-08-2016;34.520,41;32.019,65;67.768,08;28.373,03;59.370,84
06-08-2016;34.520,41;32.019,65;67.768,08;28.373,03;59.370,84
07-08-2016;34.520,41;32.019,65;67.768,08;28.373,03;59.370,84
08-08-2016;34.698,79;32.145,31;67.934,79;28.405,01;59.400,88
09-08-2016;34.730,07;32.184,32;68.015,32;28.436,90;59.448,95
10-08-2016;34.751,95;32.205,72;68.077,28;28.467,46;59.494,41
11-08-2016;34.646,41;32.133,28;68.035,77;28.482,23;59.559,46
12-08-2016;34.580,76;32.103,35;67.991,88;28.488,30;59.617,46
13-08-2016;34.580,76;32.103,35;67.991,88;28.488,30;59.617,46
14-08-2016;34.580,76;32.103,35;67.991,88;28.488,30;59.617,46
15-08-2016;34.580,76;32.103,35;67.991,88;28.488,30;59.617,46
16-08-2016;34.812,70;32.291,77;68.341,57;28.616,91;59.826,03
17-08-2016;34.800,44;32.292,12;68.378,36;28.638,15;59.865,03
18-08-2016;34.992,61;32.424,17;68.564,15;28.698,81;59.887,48
19-08-2016;35.028,00;32.450,11;68.598,13;28.698,48;59.889,14
20-08-2016;35.028,00;32.450,11;68.598,13;28.698,48;59.889,14
21-08-2016;35.028,00;32.450,11;68.598,13;28.698,48;59.889,14
22-08-2016;35.157,41;32.545,05;68.756,67;28.733,53;59.898,81
23-08-2016;35.360,38;32.686,27;68.985,44;28.797,32;59.938,55
24-08-2016;35.523,79;32.809,78;69.183,37;28.849,02;59.990,81
25-08-2016;35.563,60;32.849,30;69.250,83;28.876,93;60.017,88
26-08-2016;35.313,59;32.688,44;69.017,02;28.821,08;60.017,41
27-08-2016;35.313,59;32.688,44;69.017,02;28.821,08;60.017,41
28-08-2016;35.313,59;32.688,44;69.017,02;28.821,08;60.017,41
29-08-2016;35.135,47;32.573,66;68.866,61;28.796,97;60.053,33
30-08-2016;35.513,49;32.832,34;69.250,94;28.894,70;60.116,57
31-08-2016;35.602,97;32.900,25;69.349,19;28.918,51;60.127,16
01-09-2016;35.776,96;33.014,10;69.551,78;28.980,61;60.177,01
02-09-2016;35.839,09;33.057,55;69.610,78;28.994,85;60.173,28
03-09-2016;35.839,09;33.057,55;69.610,78;28.994,85;60.173,28
04-09-2016;35.839,09;33.057,55;69.610,78;28.994,85;60.173,28
05-09-2016;35.796,68;33.031,15;69.560,89;28.987,47;60.203,18
06-09-2016;35.801,44;33.037,63;69.576,29;28.997,95;60.247,51
07-09-2016;35.826,14;33.054,27;69.618,15;29.023,38;60.304,98
08-09-2016;35.540,50;32.874,29;69.419,99;29.000,50;60.349,01
09-09-2016;35.572,50;32.908,73;69.498,56;29.029,11;60.397,28
10-09-2016;35.572,50;32.908,73;69.498,56;29.029,11;60.397,28
11-09-2016;35.572,50;32.908,73;69.498,56;29.029,11;60.397,28
12-09-2016;35.467,11;32.848,18;69.439,69;29.003,86;60.363,23
13-09-2016;35.486,44;32.835,68;69.366,29;28.979,93;60.299,04
14-09-2016;35.212,07;32.652,31;69.119,14;28.917,16;60.269,01
15-09-2016;35.252,40;32.676,42;69.107,71;28.904,52;60.230,14
16-09-2016;35.252,69;32.680,09;69.109,36;28.916,43;60.281,90
17-09-2016;35.252,69;32.680,09;69.109,36;28.916,43;60.281,90
18-09-2016;35.252,69;32.680,09;69.109,36;28.916,43;60.281,90
19-09-2016;35.252,69;32.680,09;69.109,36;28.916,43;60.281,90
20-09-2016;35.374,86;32.755,37;69.212,43;28.941,35;60.304,23
21-09-2016;35.361,10;32.747,56;69.226,14;28.944,53;60.290,68
22-09-2016;35.444,13;32.799,24;69.304,88;28.964,08;60.292,49
23-09-2016;35.326,88;32.756,10;69.274,55;28.985,05;60.399,84
24-09-2016;35.326,88;32.756,10;69.274,55;28.985,05;60.399,84
25-09-2016;35.326,88;32.756,10;69.274,55;28.985,05;60.399,84
26-09-2016;35.331,53;32.763,74;69.331,58;29.008,67;60.431,59
27-09-2016;35.202,77;32.681,36;69.252,62;29.006,49;60.451,26
28-09-2016;35.244,44;32.709,04;69.292,24;29.033,29;60.516,82
29-09-2016;35.358,23;32.783,55;69.383,45;29.064,15;60.553,31
30-09-2016;35.097,59;32.629,10;69.208,27;29.040,97;60.576,51
01-10-2016;35.097,59;32.629,10;69.208,27;29.040,97;60.576,51
02-10-2016;35.097,59;32.629,10;69.208,27;29.040,97;60.576,51
03-10-2016;35.014,97;32.563,93;69.056,66;29.010,23;60.556,43
04-10-2016;35.095,83;32.610,64;69.140,59;29.029,03;60.581,40
05-10-2016;35.285,02;32.737,41;69.310,15;29.048,54;60.538,27
06-10-2016;35.463,48;32.861,57;69.477,80;29.083,68;60.559,29
07-10-2016;35.534,45;32.907,92;69.537,22;29.093,73;60.555,14
08-10-2016;35.534,45;32.907,92;69.537,22;29.093,73;60.555,14
09-10-2016;35.534,45;32.907,92;69.537,22;29.093,73;60.555,14
10-10-2016;35.534,45;32.907,92;69.537,22;29.093,73;60.555,14
11-10-2016;35.582,77;32.949,76;69.614,73;29.121,05;60.596,28
12-10-2016;35.380,23;32.829,84;69.510,43;29.107,79;60.596,14
13-10-2016;35.335,31;32.810,51;69.462,79;29.093,31;60.610,20
14-10-2016;35.383,81;32.845,69;69.561,00;29.123,40;60.623,28
15-10-2016;35.383,81;32.845,69;69.561,00;29.123,40;60.623,28
16-10-2016;35.383,81;32.845,69;69.561,00;29.123,40;60.623,28
17-10-2016;35.468,74;32.892,17;69.579,92;29.105,55;60.561,32
18-10-2016;35.444,41;32.876,44;69.560,01;29.090,13;60.512,72
19-10-2016;35.576,34;32.964,78;69.649,82;29.105,11;60.525,67
20-10-2016;35.678,15;33.061,19;69.851,01;29.164,83;60.622,06
21-10-2016;35.670,08;33.064,40;69.860,61;29.164,56;60.595,25
22-10-2016;35.670,08;33.064,40;69.860,61;29.164,56;60.595,25
23-10-2016;35.670,08;33.064,40;69.860,61;29.164,56;60.595,25
24-10-2016;35.638,97;33.039,23;69.805,07;29.149,20;60.572,67
25-10-2016;35.507,86;32.946,86;69.633,55;29.083,27;60.509,50
26-10-2016;35.256,94;32.786,53;69.406,36;29.022,16;60.475,49
27-10-2016;35.141,81;32.711,27;69.297,63;29.004,89;60.451,89
28-10-2016;34.955,34;32.563,36;69.021,92;28.911,63;60.328,76
29-10-2016;34.955,34;32.563,36;69.021,92;28.911,63;60.328,76
30-10-2016;34.955,34;32.563,36;69.021,92;28.911,63;60.328,76
31-10-2016;34.955,34;32.563,36;69.021,92;28.911,63;60.328,76
01-11-2016;34.955,34;32.563,36;69.021,92;28.911,63;60.328,76
02-11-2016;34.806,79;32.455,64;68.860,53;28.858,69;60.247,12
03-11-2016;34.679,52;32.337,84;68.691,40;28.793,60;60.141,98
04-11-2016;34.462,09;32.199,03;68.551,66;28.779,02;60.178,70
05-11-2016;34.462,09;32.199,03;68.551,66;28.779,02;60.178,70
06-11-2016;34.462,09;32.199,03;68.551,66;28.779,02;60.178,70
07-11-2016;34.473,11;32.192,93;68.551,20;28.787,51;60.216,13
08-11-2016;34.845,07;32.457,50;68.895,11;28.882,17;60.324,97
09-11-2016;34.841,20;32.468,46;68.890,92;28.877,09;60.328,94
10-11-2016;34.720,16;32.371,64;68.652,29;28.806,17;60.219,41
11-11-2016;34.864,26;32.385,23;68.427,92;28.622,80;59.776,19
12-11-2016;34.864,26;32.385,23;68.427,92;28.622,80;59.776,19
13-11-2016;34.864,26;32.385,23;68.427,92;28.622,80;59.776,19
14-11-2016;34.706,57;32.207,11;68.019,48;28.467,84;59.492,60
15-11-2016;34.677,27;32.057,77;67.465,11;28.165,03;58.865,67
16-11-2016;34.742,81;32.140,61;67.694,00;28.297,20;59.169,94
17-11-2016;35.026,58;32.360,68;68.077,56;28.401,17;59.264,01
18-11-2016;35.028,45;32.382,57;68.141,41;28.446,78;59.372,66
19-11-2016;35.028,45;32.382,57;68.141,41;28.446,78;59.372,66
20-11-2016;35.028,45;32.382,57;68.141,41;28.446,78;59.372,66
21-11-2016;35.096,32;32.420,62;68.175,07;28.429,74;59.320,98
22-11-2016;35.087,64;32.396,33;68.080,17;28.386,72;59.242,83
23-11-2016;35.163,55;32.458,31;68.189,59;28.418,28;59.274,79
24-11-2016;35.257,10;32.496,82;68.199,93;28.388,80;59.198,37
25-11-2016;35.172,34;32.425,82;68.076,56;28.351,72;59.154,84
26-11-2016;35.172,34;32.425,82;68.076,56;28.351,72;59.154,84
27-11-2016;35.172,34;32.425,82;68.076,56;28.351,72;59.154,84
28-11-2016;35.262,81;32.480,40;68.116,76;28.345,56;59.135,12
29-11-2016;35.210,33;32.454,26;68.111,76;28.354,33;59.159,06
30-11-2016;35.188,24;32.453,60;68.170,11;28.409,17;59.297,80
01-12-2016;35.165,66;32.448,95;68.185,52;28.418,03;59.335,46
02-12-2016;35.113,87;32.422,93;68.143,42;28.393,88;59.302,53
03-12-2016;35.113,87;32.422,93;68.143,42;28.393,88;59.302,53
04-12-2016;35.113,87;32.422,93;68.143,42;28.393,88;59.302,53
05-12-2016;34.945,25;32.309,78;68.037,66;28.394,41;59.377,17
06-12-2016;34.934,66;32.312,95;68.061,52;28.416,25;59.439,90
07-12-2016;34.768,76;32.217,21;67.942,81;28.387,25;59.451,05
08-12-2016;34.768,76;32.217,21;67.942,81;28.387,25;59.451,05
09-12-2016;34.906,72;32.325,46;68.114,51;28.439,81;59.526,88
10-12-2016;34.906,72;32.325,46;68.114,51;28.439,81;59.526,88
11-12-2016;34.906,72;32.325,46;68.114,51;28.439,81;59.526,88
12-12-2016;34.843,69;32.292,04;68.040,68;28.419,11;59.513,21
13-12-2016;34.581,84;32.099,56;67.753,86;28.348,07;59.437,16
14-12-2016;34.748,26;32.223,35;67.973,48;28.421,88;59.540,83
15-12-2016;34.769,82;32.275,31;68.178,29;28.519,40;59.733,70
16-12-2016;34.919,24;32.363,94;68.265,07;28.529,50;59.687,31
17-12-2016;34.919,24;32.363,94;68.265,07;28.529,50;59.687,31
18-12-2016;34.919,24;32.363,94;68.265,07;28.529,50;59.687,31
19-12-2016;35.177,44;32.541,32;68.574,98;28.626,61;59.784,70
20-12-2016;35.416,88;32.710,78;68.851,16;28.718,48;59.872,77
21-12-2016;35.377,70;32.690,61;68.838,91;28.738,68;59.948,41
22-12-2016;35.168,67;32.547,12;68.641,20;28.703,60;59.971,01
23-12-2016;35.168,58;32.548,30;68.711,77;28.755,16;60.061,76
24-12-2016;35.168,58;32.548,30;68.711,77;28.755,16;60.061,76
25-12-2016;35.168,58;32.548,30;68.711,77;28.755,16;60.061,76
26-12-2016;35.046,35;32.442,03;68.547,24;28.724,42;60.034,23
27-12-2016;35.002,14;32.425,75;68.560,60;28.756,01;60.126,87
28-12-2016;35.093,99;32.497,08;68.661,91;28.798,13;60.200,16
29-12-2016;35.101,57;32.540,36;68.778,80;28.840,44;60.271,44
30-12-2016;35.047,05;32.532,99;68.834,59;28.877,60;60.417,43
31-12-2016;35.047,05;32.532,99;68.834,59;28.877,60;60.417,43
01-01-2017;35.047,05;32.532,99;68.834,59;28.877,60;60.417,43
02-01-2017;35.047,05;32.532,99;68.834,59;28.877,60;60.417,43
03-01-2017;35.182,61;32.643,45;69.052,14;28.942,30;60.495,09
04-01-2017;35.441,50;32.837,82;69.383,18;29.070,28;60.679,21
05-01-2017;35.551,44;32.941,76;69.612,08;29.164,39;60.845,23
06-01-2017;35.510,40;32.921,64;69.610,54;29.184,42;60.921,14
07-01-2017;35.510,40;32.921,64;69.610,54;29.184,42;60.921,14
08-01-2017;35.510,40;32.921,64;69.610,54;29.184,42;60.921,14
09-01-2017;35.452,73;32.883,90;69.536,03;29.154,20;60.854,63
10-01-2017;35.588,98;32.973,03;69.665,32;29.180,44;60.862,61
11-01-2017;35.685,97;33.036,66;69.731,40;29.178,64;60.838,89
12-01-2017;35.860,02;33.160,09;69.915,67;29.212,52;60.868,95
13-01-2017;35.589,04;32.989,96;69.701,95;29.177,09;60.911,14
14-01-2017;35.589,04;32.989,96;69.701,95;29.177,09;60.911,14
15-01-2017;35.589,04;32.989,96;69.701,95;29.177,09;60.911,14
16-01-2017;35.516,19;32.946,84;69.633,53;29.154,58;60.874,80
17-01-2017;35.525,46;32.946,69;69.633,42;29.152,92;60.865,90
18-01-2017;35.402,06;32.857,74;69.477,99;29.108,12;60.836,75
19-01-2017;35.510,23;32.930,37;69.564,93;29.104,11;60.792,01
20-01-2017;35.471,52;32.903,61;69.512,39;29.089,36;60.771,64
21-01-2017;35.471,52;32.903,61;69.512,39;29.089,36;60.771,64
22-01-2017;35.471,52;32.903,61;69.512,39;29.089,36;60.771,64
23-01-2017;35.491,44;32.919,62;69.568,41;29.114,65;60.813,74
24-01-2017;35.269,04;32.766,36;69.342,59;29.055,37;60.768,54
25-01-2017;35.444,14;32.885,23;69.507,21;29.088,13;60.807,80
26-01-2017;35.562,09;32.974,05;69.625,82;29.117,13;60.842,56
27-01-2017;35.542,78;32.961,48;69.594,08;29.092,88;60.816,69
28-01-2017;35.542,78;32.961,48;69.594,08;29.092,88;60.816,69
29-01-2017;35.542,78;32.961,48;69.594,08;29.092,88;60.816,69
30-01-2017;35.578,65;32.981,10;69.622,47;29.103,75;60.827,37
31-01-2017;35.379,19;32.835,01;69.427,88;29.072,57;60.823,30
01-02-2017;35.221,12;32.734,82;69.313,91;29.067,96;60.874,74
02-02-2017;35.312,93;32.810,18;69.464,18;29.123,20;60.972,90
03-02-2017;35.222,51;32.760,17;69.416,29;29.124,91;61.006,70
04-02-2017;35.222,51;32.760,17;69.416,29;29.124,91;61.006,70
05-02-2017;35.222,51;32.760,17;69.416,29;29.124,91;61.006,70
06-02-2017;35.306,14;32.823,40;69.520,81;29.149,62;61.035,16
07-02-2017;35.234,71;32.773,39;69.436,53;29.119,45;61.010,28
08-02-2017;35.456,74;32.941,91;69.743,79;29.220,03;61.135,98
09-02-2017;35.551,98;33.010,76;69.868,57;29.257,61;61.201,68
10-02-2017;35.679,84;33.114,65;70.024,96;29.299,92;61.268,33
11-02-2017;35.679,84;33.114,65;70.024,96;29.299,92;61.268,33
12-02-2017;35.679,84;33.114,65;70.024,96;29.299,92;61.268,33
13-02-2017;35.634,91;33.089,16;69.976,99;29.287,34;61.271,73
14-02-2017;35.751,88;33.172,79;70.076,09;29.304,67;61.282,04
15-02-2017;35.739,20;33.169,47;70.083,70;29.316,87;61.330,92
16-02-2017;35.744,14;33.159,19;70.035,66;29.291,73;61.287,11
17-02-2017;35.737,72;33.152,43;70.002,57;29.265,17;61.224,66
18-02-2017;35.737,72;33.152,43;70.002,57;29.265,17;61.224,66
19-02-2017;35.737,72;33.152,43;70.002,57;29.265,17;61.224,66
20-02-2017;35.924,03;33.283,77;70.229,53;29.340,09;61.316,48
21-02-2017;35.903,23;33.251,72;70.151,90;29.303,77;61.274,60
22-02-2017;36.060,84;33.358,28;70.269,53;29.322,93;61.254,67
23-02-2017;36.045,22;33.354,09;70.287,91;29.338,52;61.298,64
24-02-2017;36.036,16;33.363,28;70.324,56;29.368,20;61.383,32
25-02-2017;36.036,16;33.363,28;70.324,56;29.368,20;61.383,32
26-02-2017;36.036,16;33.363,28;70.324,56;29.368,20;61.383,32
27-02-2017;36.129,27;33.424,34;70.472,92;29.423,44;61.472,00
28-02-2017;36.086,92;33.392,82;70.395,52;29.398,01;61.440,24
01-03-2017;36.192,23;33.468,43;70.555,41;29.449,22;61.506,64
02-03-2017;36.508,52;33.671,34;70.788,26;29.488,72;61.505,33
03-03-2017;36.523,83;33.685,80;70.824,42;29.489,11;61.510,62
04-03-2017;36.523,83;33.685,80;70.824,42;29.489,11;61.510,62
05-03-2017;36.523,83;33.685,80;70.824,42;29.489,11;61.510,62
06-03-2017;36.602,65;33.745,38;70.932,35;29.525,61;61.538,45
07-03-2017;36.788,98;33.872,04;71.118,58;29.548,41;61.529,86
08-03-2017;36.845,74;33.911,10;71.169,06;29.541,53;61.496,32
09-03-2017;36.822,63;33.893,26;71.123,18;29.515,40;61.471,99
10-03-2017;36.865,66;33.900,52;71.075,42;29.478,53;61.376,46
11-03-2017;36.865,66;33.900,52;71.075,42;29.478,53;61.376,46
12-03-2017;36.865,66;33.900,52;71.075,42;29.478,53;61.376,46
13-03-2017;36.956,95;33.949,18;71.117,57;29.473,63;61.317,86
14-03-2017;37.206,02;34.126,52;71.360,33;29.500,91;61.292,47
15-03-2017;37.330,02;34.202,37;71.384,86;29.459,29;61.157,75
16-03-2017;37.583,15;34.364,93;71.544,79;29.491,42;61.151,94
17-03-2017;37.547,64;34.371,87;71.626,82;29.543,85;61.309,95
18-03-2017;37.547,64;34.371,87;71.626,82;29.543,85;61.309,95
19-03-2017;37.547,64;34.371,87;71.626,82;29.543,85;61.309,95
20-03-2017;37.602,10;34.440,48;71.793,46;29.609,27;61.444,86
21-03-2017;37.703,07;34.522,16;71.950,87;29.665,56;61.518,69
22-03-2017;37.423,95;34.341,57;71.705,82;29.596,76;61.453,28
23-03-2017;37.545,85;34.437,34;71.896,94;29.679,74;61.590,59
24-03-2017;37.618,49;34.501,70;72.013,54;29.719,78;61.688,35
25-03-2017;37.618,49;34.501,70;72.013,54;29.719,78;61.688,35
26-03-2017;37.618,49;34.501,70;72.013,54;29.719,78;61.688,35
27-03-2017;37.736,25;34.595,67;72.168,05;29.762,21;61.725,25
28-03-2017;37.809,32;34.650,65;72.293,01;29.818,16;61.812,68
29-03-2017;38.176,06;34.910,12;72.646,67;29.878,02;61.835,34
30-03-2017;38.167,76;34.912,36;72.663,74;29.888,71;61.849,46
31-03-2017;38.101,28;34.871,89;72.598,81;29.881,33;61.893,12
01-04-2017;38.101,28;34.871,89;72.598,81;29.881,33;61.893,12
02-04-2017;38.101,28;34.871,89;72.598,81;29.881,33;61.893,12
03-04-2017;38.044,24;34.854,57;72.665,89;29.941,65;62.056,91
04-04-2017;37.835,75;34.711,29;72.456,81;29.896,46;62.042,29
05-04-2017;38.001,09;34.838,36;72.683,12;29.969,74;62.172,91
06-04-2017;37.918,37;34.795,82;72.600,41;29.944,55;62.158,67
07-04-2017;37.897,86;34.790,15;72.582,49;29.930,72;62.159,25
08-04-2017;37.897,86;34.790,15;72.582,49;29.930,72;62.159,25
09-04-2017;37.897,86;34.790,15;72.582,49;29.930,72;62.159,25
10-04-2017;37.900,40;34.799,10;72.608,52;29.952,86;62.215,88
11-04-2017;37.815,05;34.745,64;72.559,31;29.953,89;62.253,26
12-04-2017;37.728,38;34.693,95;72.531,11;29.967,35;62.317,94
13-04-2017;37.713,72;34.693,93;72.543,06;29.984,60;62.363,62
14-04-2017;37.713,72;34.693,93;72.543,06;29.984,60;62.363,62
15-04-2017;37.713,72;34.693,93;72.543,06;29.984,60;62.363,62
16-04-2017;37.713,72;34.693,93;72.543,06;29.984,60;62.363,62
17-04-2017;37.502,75;34.566,26;72.410,10;29.970,70;62.416,76
18-04-2017;37.531,30;34.618,72;72.591,37;30.080,26;62.663,59
19-04-2017;37.531,30;34.618,72;72.591,37;30.080,26;62.663,59
20-04-2017;37.413,09;34.520,27;72.435,99;30.024,05;62.567,71
21-04-2017;37.547,10;34.599,73;72.491,59;30.031,65;62.559,13
22-04-2017;37.547,10;34.599,73;72.491,59;30.031,65;62.559,13
23-04-2017;37.547,10;34.599,73;72.491,59;30.031,65;62.559,13
24-04-2017;37.610,29;34.651,80;72.605,85;30.066,21;62.587,62
25-04-2017;38.071,81;34.959,94;73.026,44;30.131,59;62.535,49
26-04-2017;38.501,76;35.226,90;73.352,50;30.170,85;62.475,48
27-04-2017;38.707,59;35.346,57;73.483,72;30.175,88;62.415,19
28-04-2017;38.615,99;35.288,65;73.427,50;30.189,41;62.483,57
29-04-2017;38.615,99;35.288,65;73.427,50;30.189,41;62.483,57
30-04-2017;38.615,99;35.288,65;73.427,50;30.189,41;62.483,57
01-05-2017;38.615,99;35.288,65;73.427,50;30.189,41;62.483,57
02-05-2017;38.665,06;35.330,94;73.526,58;30.231,19;62.556,03
03-05-2017;38.905,14;35.507,27;73.832,08;30.304,83;62.621,25
04-05-2017;38.976,41;35.554,14;73.916,92;30.329,29;62.628,98
05-05-2017;39.169,99;35.661,56;73.997,59;30.296,46;62.511,58
06-05-2017;39.169,99;35.661,56;73.997,59;30.296,46;62.511,58
07-05-2017;39.169,99;35.661,56;73.997,59;30.296,46;62.511,58
08-05-2017;39.263,92;35.725,74;74.118,30;30.335,10;62.543,25
09-05-2017;39.327,58;35.745,06;74.061,08;30.290,83;62.437,96
10-05-2017;39.410,10;35.767,05;74.012,61;30.236,96;62.280,92
